sentence1,sentence2,label
 It is wrong to drink out of a mug that is not your own.,You're using a mug that is for anyone to use in the office.,0
 It is wrong to drink out of a mug that is not your own.,You're drinking your co-workers coffee from their mug when they stepped away to use the bathroom.,1
 It is wrong to drink out of a mug that is not your own.,Your friend offered it to you,0
 It is wrong to drink out of a mug that is not your own.,You didn’t ask permission first,1
 It is wrong to drink out of a mug that is not your own.,You own the bar.,0
 It is wrong to drink out of a mug that is not your own.,You have a disease.,1
 It is wrong to drink out of a mug that is not your own.,The mug was handed to you by the owner for you to use.,0
 It is wrong to drink out of a mug that is not your own.,You plan to make off with it.,1
" When you owe someone money, you shouldn't expect them to pay you back before you pay them back.",you have a written agreement stating otherwise.,0
" When you owe someone money, you shouldn't expect them to pay you back before you pay them back.",you both are stubborn people.,1
" When you owe someone money, you shouldn't expect them to pay you back before you pay them back.",They hit the lottery for a lot of money.,0
" When you owe someone money, you shouldn't expect them to pay you back before you pay them back.",You owe them substantially more money than they owe you.,1
" When you owe someone money, you shouldn't expect them to pay you back before you pay them back.",You're combining money for a large bet.,0
" When you owe someone money, you shouldn't expect them to pay you back before you pay them back.",You both live paycheck to paycheck.,1
" When you owe someone money, you shouldn't expect them to pay you back before you pay them back.",They owe you more money than you owe them.,0
" When you owe someone money, you shouldn't expect them to pay you back before you pay them back.",You get your money before they get any money.,1
" When you owe someone money, you shouldn't expect them to pay you back before you pay them back.",They owed you money for a long time.,0
" When you owe someone money, you shouldn't expect them to pay you back before you pay them back.",You owed them money first.,1
 It's okay to walk away from something that has become damaging.,You prefer to go to therapy to repair the damage.,0
 It's okay to walk away from something that has become damaging.,You are in a relationship that has become abusive.,1
 It's okay to walk away from something that has become damaging.,You need to stay to fix it.,0
 It's okay to walk away from something that has become damaging.,You're being harmed by it yourself.,1
 It's okay to walk away from something that has become damaging.,You are responsible for the well being of children in the situation.,0
 It's okay to walk away from something that has become damaging.,Someone is trying to manipulate you into something you don't want to do.,1
